E (keV)	chYiel
0.000000	-nan
691.500000	50.135130
691.750000	50.134729
692.000000	50.134328
692.250000	50.133928
692.500000	50.133528
692.750000	50.133128
693.000000	50.132729
693.250000	50.132330
693.500000	50.131932
693.750000	50.131534
694.000000	50.131136
694.250000	50.130738
694.500000	50.130341
694.750000	50.129945
695.000000	50.129548
695.250000	50.129152
695.500000	50.128757
695.750000	50.128361
696.000000	50.127967
696.250000	50.127572
696.500000	50.127178
696.750000	50.126784
697.000000	50.126391
697.250000	50.125997
697.500000	50.125605
697.750000	50.125212
698.000000	50.124820
698.250000	50.124429
698.500000	50.124037
698.750000	50.123646
699.000000	50.123256
699.250000	50.122865
699.500000	50.122476
699.750000	50.122086
700.000000	50.121697
700.250000	50.121308
700.500000	50.120920
700.750000	50.120531
701.000000	50.120144
701.250000	50.119756
701.500000	50.119369
701.750000	50.118982
702.000000	50.118596
702.250000	50.118210
702.500000	50.117824
702.750000	50.117439
703.000000	50.117054
703.250000	50.116669
703.500000	50.116285
703.750000	50.115901
704.000000	50.115517
704.250000	50.115134
704.500000	50.114751
704.750000	50.114369
705.000000	50.113987
705.250000	50.113605
705.500000	50.113223
705.750000	50.112842
706.000000	50.112461
706.250000	50.112081
706.500000	50.111700
706.750000	50.111321
707.000000	50.110941
707.250000	50.110562
707.500000	50.110183
707.750000	50.109805
708.000000	50.109427
708.250000	50.109049
708.500000	50.108671
708.750000	50.108294
709.000000	50.107918
709.250000	50.107541
709.500000	50.107165
709.750000	50.106789
710.000000	50.106414
710.250000	50.106039
710.500000	50.105664
710.750000	50.105290
711.000000	50.104916
711.250000	50.104542
711.500000	50.104168
711.750000	50.103795
712.000000	50.103423
712.250000	50.103050
712.500000	50.102678
712.750000	50.102306
713.000000	50.101935
713.250000	50.101564
713.500000	50.101193
713.750000	50.100823
714.000000	50.100453
714.250000	50.100083
714.500000	50.099713
714.750000	50.099344
715.000000	50.098975
715.250000	50.098607
715.500000	50.098239
715.750000	50.097871
716.000000	50.097504
716.250000	50.097136
716.500000	50.096770
716.750000	50.096403
717.000000	50.096037
717.250000	50.095671
717.500000	50.095306
717.750000	50.094940
718.000000	50.094576
718.250000	50.094211
718.500000	50.093847
718.750000	50.093483
719.000000	50.093119
719.250000	50.092756
719.500000	50.092393
719.750000	50.092030
720.000000	50.091668
720.250000	50.091306
720.500000	50.090944
720.750000	50.090583
721.000000	50.090222
721.250000	50.089861
721.500000	50.089501
721.750000	50.089141
722.000000	50.088781
722.250000	50.088422
722.500000	50.088063
722.750000	50.087704
723.000000	50.087345
723.250000	50.086987
723.500000	50.086629
723.750000	50.086272
724.000000	50.085914
724.250000	50.085557
724.500000	50.085201
724.750000	50.084845
725.000000	50.084489
725.250000	50.084133
725.500000	50.083778
725.750000	50.083422
726.000000	50.083068
726.250000	50.082713
726.500000	50.082359
726.750000	50.082005
727.000000	50.081652
727.250000	50.081299
727.500000	50.080946
727.750000	50.080593
728.000000	50.080241
728.250000	50.079889
728.500000	50.079537
728.750000	50.079186
729.000000	50.078835
729.250000	50.078484
729.500000	50.078134
729.750000	50.077784
730.000000	50.077434
730.250000	50.077084
730.500000	50.076735
730.750000	50.076386
731.000000	50.076038
731.250000	50.075689
731.500000	50.075341
731.750000	50.074994
732.000000	50.074646
732.250000	50.074299
732.500000	50.073952
732.750000	50.073606
733.000000	50.073260
733.250000	50.072914
733.500000	50.072568
733.750000	50.072223
734.000000	50.071878
734.250000	50.071533
734.500000	50.071189
734.750000	50.070845
735.000000	50.070501
735.250000	50.070157
735.500000	50.069814
735.750000	50.069471
736.000000	50.069129
736.250000	50.068786
736.500000	50.068444
736.750000	50.068103
737.000000	50.067761
737.250000	50.067420
737.500000	50.067079
737.750000	50.066739
738.000000	50.066398
738.250000	50.066058
738.500000	50.065719
738.750000	50.065379
739.000000	50.065040
739.250000	50.064701
739.500000	50.064363
739.750000	50.064025
740.000000	50.063687
740.250000	50.063349
740.500000	50.063012
740.750000	50.062675
741.000000	50.062338
741.250000	50.062002
741.500000	50.061665
741.750000	50.061329
742.000000	50.060994
742.250000	50.060659
742.500000	50.060324
742.750000	50.059989
743.000000	50.059654
743.250000	50.059320
743.500000	50.058986
743.750000	50.058653
744.000000	50.058319
744.250000	50.057986
744.500000	50.057654
744.750000	50.057321
745.000000	50.056989
745.250000	50.056657
745.500000	50.056325
745.750000	50.055994
746.000000	50.055663
746.250000	50.055332
746.500000	50.055002
746.750000	50.054672
747.000000	50.054342
747.250000	50.054012
747.500000	50.053683
747.750000	50.053353
748.000000	50.053025
748.250000	50.052696
748.500000	50.052368
748.750000	50.052040
749.000000	50.051712
749.250000	50.051385
749.500000	50.051058
749.750000	50.050731
750.000000	50.050404
750.250000	50.050078
750.500000	50.049752
750.750000	50.049426
751.000000	50.049101
751.250000	50.048776
751.500000	50.048451
751.750000	50.048126
752.000000	50.047802
752.250000	50.047477
752.500000	50.047154
752.750000	50.046830
753.000000	50.046507
753.250000	50.046184
753.500000	50.045861
753.750000	50.045539
754.000000	50.045216
754.250000	50.044895
754.500000	50.044573
754.750000	50.044252
755.000000	50.043930
755.250000	50.043610
755.500000	50.043289
755.750000	50.042969
756.000000	50.042649
756.250000	50.042329
756.500000	50.042009
756.750000	50.041690
757.000000	50.041371
757.250000	50.041053
757.500000	50.040734
757.750000	50.040416
758.000000	50.040098
758.250000	50.039781
758.500000	50.039463
758.750000	50.039146
759.000000	50.038829
759.250000	50.038513
759.500000	50.038196
759.750000	50.037880
760.000000	50.037565
760.250000	50.037249
760.500000	50.036934
760.750000	50.036619
761.000000	50.036304
761.250000	50.035990
761.500000	50.035676
761.750000	50.035362
762.000000	50.035048
762.250000	50.034735
762.500000	50.034422
762.750000	50.034109
763.000000	50.033796
763.250000	50.033484
763.500000	50.033172
763.750000	50.032860
764.000000	50.032548
764.250000	50.032237
764.500000	50.031926
764.750000	50.031615
765.000000	50.031305
765.250000	50.030994
765.500000	50.030684
765.750000	50.030375
766.000000	50.030065
766.250000	50.029756
766.500000	50.029447
766.750000	50.029138
767.000000	50.028830
767.250000	50.028521
767.500000	50.028213
767.750000	50.027906
768.000000	50.027598
768.250000	50.027291
768.500000	50.026984
768.750000	50.026677
769.000000	50.026371
769.250000	50.026065
769.500000	50.025759
769.750000	50.025453
770.000000	50.025148
770.250000	50.024843
770.500000	50.024538
770.750000	50.024233
771.000000	50.023929
771.250000	50.023624
771.500000	50.023320
771.750000	50.023017
772.000000	50.022713
772.250000	50.022410
772.500000	50.022107
772.750000	50.021805
773.000000	50.021502
773.250000	50.021200
773.500000	50.020898
773.750000	50.020596
774.000000	50.020295
774.250000	50.019994
774.500000	50.019693
774.750000	50.019392
775.000000	50.019092
775.250000	50.018792
775.500000	50.018492
775.750000	50.018192
776.000000	50.017892
776.250000	50.017593
776.500000	50.017294
776.750000	50.016996
777.000000	50.016697
777.250000	50.016399
777.500000	50.016101
777.750000	50.015803
778.000000	50.015506
778.250000	50.015208
778.500000	50.014911
778.750000	50.014615
779.000000	50.014318
779.250000	50.014022
779.500000	50.013726
779.750000	50.013430
780.000000	50.013134
780.250000	50.012839
780.500000	50.012544
780.750000	50.012249
781.000000	50.011955
781.250000	50.011660
781.500000	50.011366
781.750000	50.011072
782.000000	50.010779
782.250000	50.010485
782.500000	50.010192
782.750000	50.009899
783.000000	50.009606
783.250000	50.009314
783.500000	50.009022
783.750000	50.008730
784.000000	50.008438
784.250000	50.008146
784.500000	50.007855
784.750000	50.007564
785.000000	50.007273
785.250000	50.006983
785.500000	50.006692
785.750000	50.006402
786.000000	50.006113
786.250000	50.005823
786.500000	50.005534
786.750000	50.005244
787.000000	50.004955
787.250000	50.004667
787.500000	50.004378
787.750000	50.004090
788.000000	50.003802
788.250000	50.003514
788.500000	50.003227
788.750000	50.002940
789.000000	50.002652
789.250000	50.002366
789.500000	50.002079
789.750000	50.001793
790.000000	50.001507
790.250000	50.001221
790.500000	50.000935
790.750000	50.000650
791.000000	50.000364
791.250000	50.000079
791.500000	49.999795
791.750000	49.999510
792.000000	49.999226
792.250000	49.998942
792.500000	49.998658
792.750000	49.998374
793.000000	49.998091
793.250000	49.997808
793.500000	49.997525
793.750000	49.997242
794.000000	49.996960
794.250000	49.996677
794.500000	49.996395
794.750000	49.996113
795.000000	49.995832
795.250000	49.995550
795.500000	49.995269
795.750000	49.994988
796.000000	49.994708
796.250000	49.994427
796.500000	49.994147
796.750000	49.993867
797.000000	49.993587
797.250000	49.993308
797.500000	49.993028
797.750000	49.992749
798.000000	49.992470
798.250000	49.992192
798.500000	49.991913
798.750000	49.991635
799.000000	49.991357
799.250000	49.991079
799.500000	49.990802
799.750000	49.990524
800.000000	49.990247
800.250000	49.989970
800.500000	49.989694
800.750000	49.989417
801.000000	49.989141
801.250000	49.988865
801.500000	49.988589
801.750000	49.988313
802.000000	49.988038
802.250000	49.987763
802.500000	49.987488
802.750000	49.987213
803.000000	49.986939
803.250000	49.986665
803.500000	49.986390
803.750000	49.986117
804.000000	49.985843
804.250000	49.985570
804.500000	49.985296
804.750000	49.985023
805.000000	49.984751
805.250000	49.984478
805.500000	49.984206
805.750000	49.983934
806.000000	49.983662
806.250000	49.983390
806.500000	49.983119
806.750000	49.982847
807.000000	49.982576
807.250000	49.982305
807.500000	49.982035
807.750000	49.981764
808.000000	49.981494
808.250000	49.981224
808.500000	49.980954
808.750000	49.980685
809.000000	49.980416
809.250000	49.980146
809.500000	49.979877
809.750000	49.979609
810.000000	49.979340
810.250000	49.979072
810.500000	49.978804
810.750000	49.978536
811.000000	49.978268
811.250000	49.978001
811.500000	49.977734
811.750000	49.977467
812.000000	49.977200
812.250000	49.976933
812.500000	49.976667
812.750000	49.976401
813.000000	49.976135
813.250000	49.975869
813.500000	49.975603
813.750000	49.975338
814.000000	49.975073
814.250000	49.974808
814.500000	49.974543
814.750000	49.974278
815.000000	49.974014
815.250000	49.973750
815.500000	49.973486
815.750000	49.973222
816.000000	49.972959
816.250000	49.972696
816.500000	49.972432
816.750000	49.972170
817.000000	49.971907
817.250000	49.971644
817.500000	49.971382
817.750000	49.971120
818.000000	49.970858
818.250000	49.970596
818.500000	49.970335
818.750000	49.970074
819.000000	49.969813
819.250000	49.969552
819.500000	49.969291
819.750000	49.969031
820.000000	49.968770
820.250000	49.968510
820.500000	49.968251
820.750000	49.967991
821.000000	49.967731
821.250000	49.967472
821.500000	49.967213
821.750000	49.966954
822.000000	49.966696
822.250000	49.966437
822.500000	49.966179
822.750000	49.965921
823.000000	49.965663
823.250000	49.965405
823.500000	49.965148
823.750000	49.964891
824.000000	49.964634
824.250000	49.964377
824.500000	49.964120
824.750000	49.963864
825.000000	49.963607
825.250000	49.963351
825.500000	49.963096
825.750000	49.962840
826.000000	49.962584
826.250000	49.962329
826.500000	49.962074
826.750000	49.961819
827.000000	49.961564
827.250000	49.961310
827.500000	49.961056
827.750000	49.960802
828.000000	49.960548
828.250000	49.960294
828.500000	49.960040
828.750000	49.959787
829.000000	49.959534
829.250000	49.959281
829.500000	49.959028
829.750000	49.958776
830.000000	49.958523
830.250000	49.958271
830.500000	49.958019
830.750000	49.957768
831.000000	49.957516
831.250000	49.957265
831.500000	49.957013
831.750000	49.956762
832.000000	49.956512
832.250000	49.956261
832.500000	49.956011
832.750000	49.955760
833.000000	49.955510
833.250000	49.955260
833.500000	49.955011
833.750000	49.954761
834.000000	49.954512
834.250000	49.954263
834.500000	49.954014
834.750000	49.953765
835.000000	49.953517
835.250000	49.953268
835.500000	49.953020
835.750000	49.952772
836.000000	49.952524
836.250000	49.952277
836.500000	49.952029
836.750000	49.951782
837.000000	49.951535
837.250000	49.951288
837.500000	49.951042
837.750000	49.950795
838.000000	49.950549
838.250000	49.950303
838.500000	49.950057
838.750000	49.949811
839.000000	49.949566
839.250000	49.949320
839.500000	49.949075
839.750000	49.948830
840.000000	49.948586
840.250000	49.948341
840.500000	49.948097
840.750000	49.947852
841.000000	49.947608
841.250000	49.947364
841.500000	49.947121
841.750000	49.946877
842.000000	49.946634
842.250000	49.946391
842.500000	49.946148
842.750000	49.945905
843.000000	49.945663
843.250000	49.945420
843.500000	49.945178
843.750000	49.944936
844.000000	49.944694
844.250000	49.944452
844.500000	49.944211
844.750000	49.943970
845.000000	49.943728
845.250000	49.943488
845.500000	49.943247
845.750000	49.943006
846.000000	49.942766
846.250000	49.942526
846.500000	49.942286
846.750000	49.942046
847.000000	49.941806
847.250000	49.941567
847.500000	49.941327
847.750000	49.941088
848.000000	49.940849
848.250000	49.940610
848.500000	49.940372
848.750000	49.940133
849.000000	49.939895
849.250000	49.939657
849.500000	49.939419
849.750000	49.939181
850.000000	49.938944
850.250000	49.938707
850.500000	49.938469
850.750000	49.938232
851.000000	49.937996
851.250000	49.937759
851.500000	49.937522
851.750000	49.937286
852.000000	49.937050
852.250000	49.936814
852.500000	49.936578
852.750000	49.936343
853.000000	49.936107
853.250000	49.935872
853.500000	49.935637
853.750000	49.935402
854.000000	49.935167
854.250000	49.934933
854.500000	49.934698
854.750000	49.934464
855.000000	49.934230
855.250000	49.933996
855.500000	49.933763
855.750000	49.933529
856.000000	49.933296
856.250000	49.933063
856.500000	49.932830
856.750000	49.932597
857.000000	49.932364
857.250000	49.932132
857.500000	49.931900
857.750000	49.931667
858.000000	49.931436
858.250000	49.931204
858.500000	49.930972
858.750000	49.930741
859.000000	49.930509
859.250000	49.930278
859.500000	49.930047
859.750000	49.929817
860.000000	49.929586
860.250000	49.929356
860.500000	49.929125
860.750000	49.928895
861.000000	49.928666
861.250000	49.928436
861.500000	49.928206
861.750000	49.927977
862.000000	49.927748
862.250000	49.927519
862.500000	49.927290
862.750000	49.927061
863.000000	49.926832
863.250000	49.926604
863.500000	49.926376
863.750000	49.926148
864.000000	49.925920
864.250000	49.925692
864.500000	49.925465
864.750000	49.925237
865.000000	49.925010
865.250000	49.924783
865.500000	49.924556
865.750000	49.924329
866.000000	49.924103
866.250000	49.923877
866.500000	49.923650
866.750000	49.923424
867.000000	49.923198
867.250000	49.922973
867.500000	49.922747
867.750000	49.922522
868.000000	49.922297
868.250000	49.922072
868.500000	49.921847
868.750000	49.921622
869.000000	49.921397
869.250000	49.921173
869.500000	49.920949
869.750000	49.920725
870.000000	49.920501
870.250000	49.920277
870.500000	49.920053
870.750000	49.919830
871.000000	49.919607
871.250000	49.919384
871.500000	49.919161
871.750000	49.918938
872.000000	49.918715
872.250000	49.918493
872.500000	49.918271
872.750000	49.918049
873.000000	49.917827
873.250000	49.917605
873.500000	49.917383
873.750000	49.917162
874.000000	49.916940
874.250000	49.916719
874.500000	49.916498
874.750000	49.916277
875.000000	49.916057
875.250000	49.915836
875.500000	49.915616
875.750000	49.915396
876.000000	49.915176
876.250000	49.914956
876.500000	49.914736
876.750000	49.914517
877.000000	49.914297
877.250000	49.914078
877.500000	49.913859
877.750000	49.913640
878.000000	49.913421
878.250000	49.913203
878.500000	49.912984
878.750000	49.912766
879.000000	49.912548
879.250000	49.912330
879.500000	49.912112
879.750000	49.911894
880.000000	49.911677
880.250000	49.911459
880.500000	49.911242
880.750000	49.911025
881.000000	49.910808
881.250000	49.910592
881.500000	49.910375
881.750000	49.910159
882.000000	49.909942
882.250000	49.909726
882.500000	49.909510
882.750000	49.909295
883.000000	49.909079
883.250000	49.908863
883.500000	49.908648
883.750000	49.908433
884.000000	49.908218
884.250000	49.908003
884.500000	49.907788
884.750000	49.907574
885.000000	49.907359
885.250000	49.907145
885.500000	49.906931
885.750000	49.906717
886.000000	49.906503
886.250000	49.906290
886.500000	49.906076
886.750000	49.905863
887.000000	49.905650
887.250000	49.905437
887.500000	49.905224
887.750000	49.905011
888.000000	49.904799
888.250000	49.904586
888.500000	49.904374
888.750000	49.904162
889.000000	49.903950
889.250000	49.903738
889.500000	49.903526
889.750000	49.903315
890.000000	49.903104
890.250000	49.902892
890.500000	49.902681
890.750000	49.902470
891.000000	49.902260
891.250000	49.902049
891.500000	49.901839
891.750000	49.901628
892.000000	49.901418
892.250000	49.901208
892.500000	49.900998
892.750000	49.900789
893.000000	49.900579
893.250000	49.900370
893.500000	49.900160
893.750000	49.899951
894.000000	49.899742
894.250000	49.899534
894.500000	49.899325
894.750000	49.899116
895.000000	49.898908
895.250000	49.898700
895.500000	49.898492
895.750000	49.898284
896.000000	49.898076
896.250000	49.897868
896.500000	49.897661
896.750000	49.897454
897.000000	49.897246
897.250000	49.897039
897.500000	49.896832
897.750000	49.896626
898.000000	49.896419
898.250000	49.896213
898.500000	49.896006
898.750000	49.895800
899.000000	49.895594
899.250000	49.895388
899.500000	49.895182
899.750000	49.894977
900.000000	49.894771
900.250000	49.894566
900.500000	49.894361
900.750000	49.894156
901.000000	49.893951
901.250000	49.893746
901.500000	49.893542
901.750000	49.893337
902.000000	49.893133
902.250000	49.892929
902.500000	49.892725
902.750000	49.892521
903.000000	49.892317
903.250000	49.892114
903.500000	49.891910
903.750000	49.891707
904.000000	49.891504
904.250000	49.891301
904.500000	49.891098
904.750000	49.890895
905.000000	49.890693
905.250000	49.890490
905.500000	49.890288
905.750000	49.890086
906.000000	49.889884
906.250000	49.889682
906.500000	49.889480
906.750000	49.889279
907.000000	49.889077
907.250000	49.888876
907.500000	49.888675
907.750000	49.888474
908.000000	49.888273
908.250000	49.888072
908.500000	49.887871
908.750000	49.887671
909.000000	49.887471
909.250000	49.887270
909.500000	49.887070
909.750000	49.886870
910.000000	49.886671
910.250000	49.886471
910.500000	49.886272
910.750000	49.886072
911.000000	49.885873
911.250000	49.885674
911.500000	49.885475
911.750000	49.885276
912.000000	49.885078
912.250000	49.884879
912.500000	49.884681
912.750000	49.884482
913.000000	49.884284
913.250000	49.884086
913.500000	49.883889
913.750000	49.883691
914.000000	49.883493
914.250000	49.883296
914.500000	49.883099
914.750000	49.882901
915.000000	49.882704
915.250000	49.882508
915.500000	49.882311
915.750000	49.882114
916.000000	49.881918
916.250000	49.881721
916.500000	49.881525
916.750000	49.881329
917.000000	49.881133
917.250000	49.880937
917.500000	49.880742
917.750000	49.880546
918.000000	49.880351
918.250000	49.880156
918.500000	49.879960
918.750000	49.879765
919.000000	49.879571
919.250000	49.879376
919.500000	49.879181
919.750000	49.878987
920.000000	49.878793
920.250000	49.878598
920.500000	49.878404
920.750000	49.878210
921.000000	49.878017
921.250000	49.877823
921.500000	49.877630
921.750000	49.877436
922.000000	49.877243
922.250000	49.877050
922.500000	49.876857
922.750000	49.876664
923.000000	49.876471
923.250000	49.876279
923.500000	49.876086
923.750000	49.875894
924.000000	49.875702
924.250000	49.875510
924.500000	49.875318
924.750000	49.875126
925.000000	49.874934
925.250000	49.874743
925.500000	49.874551
925.750000	49.874360
926.000000	49.874169
926.250000	49.873978
926.500000	49.873787
926.750000	49.873596
927.000000	49.873406
927.250000	49.873215
927.500000	49.873025
927.750000	49.872835
928.000000	49.872645
928.250000	49.872455
928.500000	49.872265
928.750000	49.872075
929.000000	49.871885
929.250000	49.871696
929.500000	49.871507
929.750000	49.871317
930.000000	49.871128
930.250000	49.870940
930.500000	49.870751
930.750000	49.870562
931.000000	49.870373
931.250000	49.870185
931.500000	49.869997
931.750000	49.869809
932.000000	49.869621
932.250000	49.869433
932.500000	49.869245
932.750000	49.869057
933.000000	49.868870
933.250000	49.868682
933.500000	49.868495
933.750000	49.868308
934.000000	49.868121
934.250000	49.867934
934.500000	49.867747
934.750000	49.867561
935.000000	49.867374
935.250000	49.867188
935.500000	49.867001
935.750000	49.866815
936.000000	49.866629
936.250000	49.866443
936.500000	49.866258
936.750000	49.866072
937.000000	49.865886
937.250000	49.865701
937.500000	49.865516
937.750000	49.865331
938.000000	49.865146
938.250000	49.864961
938.500000	49.864776
938.750000	49.864591
939.000000	49.864407
939.250000	49.864223
939.500000	49.864038
939.750000	49.863854
940.000000	49.863670
940.250000	49.863486
940.500000	49.863303
940.750000	49.863119
941.000000	49.862935
941.250000	49.862752
941.500000	49.862569
941.750000	49.862386
942.000000	49.862203
942.250000	49.862020
942.500000	49.861837
942.750000	49.861654
943.000000	49.861472
943.250000	49.861289
943.500000	49.861107
943.750000	49.860925
944.000000	49.860743
944.250000	49.860561
944.500000	49.860379
944.750000	49.860197
945.000000	49.860016
945.250000	49.859834
945.500000	49.859653
945.750000	49.859472
946.000000	49.859291
946.250000	49.859110
946.500000	49.858929
946.750000	49.858748
947.000000	49.858568
947.250000	49.858387
947.500000	49.858207
947.750000	49.858027
948.000000	49.857847
948.250000	49.857667
948.500000	49.857487
948.750000	49.857307
949.000000	49.857127
949.250000	49.856948
949.500000	49.856768
949.750000	49.856589
950.000000	49.856410
950.250000	49.856231
950.500000	49.856052
950.750000	49.855873
951.000000	49.855695
951.250000	49.855516
951.500000	49.855338
951.750000	49.855159
952.000000	49.854981
952.250000	49.854803
952.500000	49.854625
952.750000	49.854447
953.000000	49.854269
953.250000	49.854092
953.500000	49.853914
953.750000	49.853737
954.000000	49.853560
954.250000	49.853383
954.500000	49.853206
954.750000	49.853029
955.000000	49.852852
955.250000	49.852675
955.500000	49.852499
955.750000	49.852322
956.000000	49.852146
956.250000	49.851970
956.500000	49.851794
956.750000	49.851618
957.000000	49.851442
957.250000	49.851266
957.500000	49.851090
957.750000	49.850915
958.000000	49.850740
958.250000	49.850564
958.500000	49.850389
958.750000	49.850214
959.000000	49.850039
959.250000	49.849864
959.500000	49.849690
959.750000	49.849515
960.000000	49.849341
960.250000	49.849166
960.500000	49.848992
960.750000	49.848818
961.000000	49.848644
961.250000	49.848470
961.500000	49.848296
961.750000	49.848123
962.000000	49.847949
962.250000	49.847776
962.500000	49.847602
962.750000	49.847429
963.000000	49.847256
963.250000	49.847083
963.500000	49.846910
963.750000	49.846737
964.000000	49.846565
964.250000	49.846392
964.500000	49.846220
964.750000	49.846047
965.000000	49.845875
965.250000	49.845703
965.500000	49.845531
965.750000	49.845359
966.000000	49.845188
966.250000	49.845016
966.500000	49.844844
966.750000	49.844673
967.000000	49.844502
967.250000	49.844331
967.500000	49.844160
967.750000	49.843989
968.000000	49.843818
968.250000	49.843647
968.500000	49.843476
968.750000	49.843306
969.000000	49.843135
969.250000	49.842965
969.500000	49.842795
969.750000	49.842625
970.000000	49.842455
970.250000	49.842285
970.500000	49.842115
970.750000	49.841946
971.000000	49.841776
971.250000	49.841607
971.500000	49.841438
971.750000	49.841268
972.000000	49.841099
972.250000	49.840930
972.500000	49.840761
972.750000	49.840593
973.000000	49.840424
973.250000	49.840256
973.500000	49.840087
973.750000	49.839919
974.000000	49.839751
974.250000	49.839583
974.500000	49.839415
974.750000	49.839247
975.000000	49.839079
975.250000	49.838911
975.500000	49.838744
975.750000	49.838576
976.000000	49.838409
976.250000	49.838242
976.500000	49.838075
976.750000	49.837908
977.000000	49.837741
977.250000	49.837574
977.500000	49.837407
977.750000	49.837241
978.000000	49.837074
978.250000	49.836908
978.500000	49.836742
978.750000	49.836575
979.000000	49.836409
979.250000	49.836243
979.500000	49.836078
979.750000	49.835912
980.000000	49.835746
980.250000	49.835581
980.500000	49.835415
980.750000	49.835250
981.000000	49.835085
981.250000	49.834920
981.500000	49.834755
981.750000	49.834590
982.000000	49.834425
982.250000	49.834261
982.500000	49.834096
982.750000	49.833932
983.000000	49.833767
983.250000	49.833603
983.500000	49.833439
983.750000	49.833275
984.000000	49.833111
984.250000	49.832947
984.500000	49.832783
984.750000	49.832620
985.000000	49.832456
985.250000	49.832293
985.500000	49.832130
985.750000	49.831967
986.000000	49.831803
986.250000	49.831640
986.500000	49.831478
986.750000	49.831315
987.000000	49.831152
987.250000	49.830990
987.500000	49.830827
987.750000	49.830665
988.000000	49.830503
988.250000	49.830340
988.500000	49.830178
988.750000	49.830016
989.000000	49.829855
989.250000	49.829693
989.500000	49.829531
989.750000	49.829370
990.000000	49.829208
990.250000	49.829047
990.500000	49.828886
990.750000	49.828725
991.000000	49.828564
991.250000	49.828403
991.500000	49.828242
991.750000	49.828081
992.000000	49.827921
992.250000	49.827760
992.500000	49.827600
992.750000	49.827440
993.000000	49.827279
993.250000	49.827119
993.500000	49.826959
993.750000	49.826799
994.000000	49.826640
994.250000	49.826480
994.500000	49.826320
994.750000	49.826161
995.000000	49.826001
995.250000	49.825842
995.500000	49.825683
995.750000	49.825524
996.000000	49.825365
996.250000	49.825206
996.500000	49.825047
996.750000	49.824889
997.000000	49.824730
997.250000	49.824572
997.500000	49.824413
997.750000	49.824255
998.000000	49.824097
998.250000	49.823939
998.500000	49.823781
998.750000	49.823623
999.000000	49.823465
999.250000	49.823307
999.500000	49.823150
999.750000	49.822992
1000.000000	49.822835
1000.250000	49.822678
1000.500000	49.822520
1000.750000	49.822363
1001.000000	49.822206
1001.250000	49.822049
1001.500000	49.821893
1001.750000	49.821736
1002.000000	49.821579
1002.250000	49.821423
1002.500000	49.821267
1002.750000	49.821110
1003.000000	49.820954
1003.250000	49.820798
1003.500000	49.820642
1003.750000	49.820486
1004.000000	49.820330
1004.250000	49.820175
1004.500000	49.820019
1004.750000	49.819863
1005.000000	49.819708
1005.250000	49.819553
1005.500000	49.819398
1005.750000	49.819242
1006.000000	49.819087
1006.250000	49.818932
1006.500000	49.818778
1006.750000	49.818623
1007.000000	49.818468
1007.250000	49.818314
1007.500000	49.818159
1007.750000	49.818005
1008.000000	49.817851
1008.250000	49.817697
1008.500000	49.817542
1008.750000	49.817389
1009.000000	49.817235
1009.250000	49.817081
1009.500000	49.816927
1009.750000	49.816774
1010.000000	49.816620
1010.250000	49.816467
1010.500000	49.816313
1010.750000	49.816160
1011.000000	49.816007
1011.250000	49.815854
1011.500000	49.815701
1011.750000	49.815548
1012.000000	49.815396
1012.250000	49.815243
1012.500000	49.815091
1012.750000	49.814938
1013.000000	49.814786
1013.250000	49.814634
1013.500000	49.814481
1013.750000	49.814329
1014.000000	49.814177
1014.250000	49.814026
1014.500000	49.813874
1014.750000	49.813722
1015.000000	49.813571
1015.250000	49.813419
1015.500000	49.813268
1015.750000	49.813116
1016.000000	49.812965
1016.250000	49.812814
1016.500000	49.812663
1016.750000	49.812512
1017.000000	49.812361
1017.250000	49.812211
1017.500000	49.812060
1017.750000	49.811909
1018.000000	49.811759
1018.250000	49.811609
1018.500000	49.811458
1018.750000	49.811308
1019.000000	49.811158
1019.250000	49.811008
1019.500000	49.810858
1019.750000	49.810708
1020.000000	49.810559
1020.250000	49.810409
1020.500000	49.810259
1020.750000	49.810110
1021.000000	49.809961
1021.250000	49.809811
1021.500000	49.809662
1021.750000	49.809513
1022.000000	49.809364
1022.250000	49.809215
1022.500000	49.809066
1022.750000	49.808918
1023.000000	49.808769
1023.250000	49.808621
1023.500000	49.808472
1023.750000	49.808324
1024.000000	49.808176
1024.250000	49.808027
1024.500000	49.807879
1024.750000	49.807731
1025.000000	49.807584
1025.250000	49.807436
1025.500000	49.807288
1025.750000	49.807140
1026.000000	49.806993
1026.250000	49.806845
1026.500000	49.806698
1026.750000	49.806551
1027.000000	49.806404
1027.250000	49.806257
1027.500000	49.806110
1027.750000	49.805963
1028.000000	49.805816
1028.250000	49.805669
1028.500000	49.805523
1028.750000	49.805376
1029.000000	49.805230
1029.250000	49.805083
1029.500000	49.804937
1029.750000	49.804791
1030.000000	49.804645
1030.250000	49.804499
1030.500000	49.804353
1030.750000	49.804207
1031.000000	49.804061
1031.250000	49.803916
1031.500000	49.803770
1031.750000	49.803625
1032.000000	49.803479
1032.250000	49.803334
1032.500000	49.803189
1032.750000	49.803044
1033.000000	49.802899
1033.250000	49.802754
1033.500000	49.802609
1033.750000	49.802464
1034.000000	49.802320
1034.250000	49.802175
1034.500000	49.802030
1034.750000	49.801886
1035.000000	49.801742
1035.250000	49.801598
1035.500000	49.801453
1035.750000	49.801309
1036.000000	49.801165
1036.250000	49.801022
1036.500000	49.800878
1036.750000	49.800734
1037.000000	49.800590
